No,TestSize,Precision,Recall,Accuracy,F1,Model
31,0.4,0.9995693367786391,0.9991390443392165,0.9992524296037877,0.9993541442411196,gb
32,0.4,0.906832298136646,0.6284976323719328,0.74757039621231,0.7424357996440376,gnb
33,0.4,0.7601947656725502,0.5376668101592768,0.6341888861201096,0.6298537569339384,bnb
34,0.4,0.8820732287208749,0.7985363753766681,0.8215798654373286,0.8382286488929055,mnb
35,0.4,0.8335127377108001,1.0,0.8843757787191627,0.909197651663405,lstm
36,0.4,0.5788686768003987,1.0,0.5788686768003987,0.733270202020202,cnn
37,0.2,0.9965811965811966,0.9931856899488927,0.9940209267563528,0.9948805460750852,knn
38,0.2,0.6852286049237983,0.995741056218058,0.7299451918285998,0.8118055555555556,lr
39,0.2,0.9207818930041153,0.762350936967632,0.8226208271051321,0.8341099720410066,lsvc
40,0.2,0.8664206642066421,1.0,0.9098156452416543,0.9284302095689996,svc
41,0.2,0.9982788296041308,0.9880749574105622,0.9920279023418037,0.9931506849315068,dt
42,0.2,1.0,1.0,1.0,1.0,rf
