tcp,14.7124910355
tcp,13.7422661781
tcp,16.774903059
tcp,17.8092441559
tcp,15.2222571373
tcp,18.5559580326
tcp,14.585780859
tcp,15.6166729927
tcp,13.6509869099
tcp,12.6737828255
udp,13.4377868176
udp,15.4772748947
udp,11.6221427917
udp,12.6488909721
udp,13.6686837673
udp,14.6834359169
udp,15.7018909454
udp,14.7224419117
udp,15.7485637665
udp,12.8146178722
icmp,13.3580121994
icmp,14.3767940998
icmp,15.3964099884
icmp,11.5612940788
icmp,12.5807490349
icmp,14.5992569923
icmp,14.6145961285
icmp,15.6311621666
icmp,13.6478140354
icmp,12.1662561893
