Source IP,Destination IP,Protocol,Switch,P1,P2,P3,P4,P1 Rx Packet,P1 Tx Packet,P1 Rx Bytes,P1 Tx Bytes,P2 Rx Packet,P2 Tx Packet,P2 Rx Bytes,P2 Tx Bytes,P3 Rx Packet,P3 Tx Packet,P3 Rx Bytes,P3 Tx Bytes,P4 Rx Packet,P4 Tx Packet,P4 Rx Bytes,P4 Tx Bytes,Label
1,9,0,1,0,1,2,3,0,0,0,0,4386085,2762497,195137382146,182464249,4017043,2520667,178881483090,166542870,5271015,8400706,348099358,374018719958,1
1,9,0,3,0,1,2,3,0,0,0,0,1661487,948292,66463362556,62731276,973888,629390,43293328826,41695952,1564086,2473780,103339861,109751369403,1
1,9,0,2,0,1,2,3,0,0,0,0,2473780,1564086,109751369403,103339861,1916703,1205787,85386342151,79693587,2762497,4386085,182464249,195137382146,1
1,9,0,5,0,1,2,3,0,0,0,0,1994171,1240787,88957482387,82010193,2027250,1286457,89924327962,85055802,2520667,4017043,166542870,178881483090,1
1,9,0,4,0,1,2,3,0,0,0,0,956987,606105,42826457528,40150327,955797,613702,42559590722,40650641,1205787,1916703,79693587,85386342151,1
1,9,0,7,0,1,2,3,0,0,0,0,492524,329305,21800979898,21914784,1530812,971003,68123054524,64271764,1286457,2027250,85055802,89924327962,1
1,9,0,6,0,1,2,3,0,0,0,0,1008724,629964,45082121050,41728534,981531,624674,43875067656,41383958,1240787,1994171,82010193,88957482387,1
4,9,0,1,0,1,2,3,0,0,0,0,4386112,2762524,195137384769,182466872,4017049,2520673,178881483655,166543435,5271046,8400739,348102396,374018723154,1
4,9,0,3,0,1,2,3,0,0,0,0,1661488,948295,66463362654,62731532,973889,629393,43293328924,41696208,1564089,2473783,103340132,109751369674,1
4,9,0,2,0,1,2,3,0,0,0,0,2473783,1564089,109751369674,103340132,1916728,1205812,85386344578,79696014,2762524,4386112,182466872,195137384769,1
4,9,0,5,0,1,2,3,0,0,0,0,1994174,1240790,88957482658,82010464,2027254,1286461,89924328331,85056171,2520673,4017049,166543435,178881483655,1
4,9,0,4,0,1,2,3,0,0,0,0,956988,606108,42826457626,40150583,955820,613727,42559592976,40653053,1205812,1916728,79696014,85386344578,1
4,9,0,7,0,1,2,3,0,0,0,0,492526,329309,21800980094,21915138,1530813,971006,68123054622,64272020,1286461,2027254,85056171,89924328331,1
4,9,0,6,0,1,2,3,0,0,0,0,1008725,629967,45082121148,41728790,981532,624677,43875067754,41384214,1240790,1994174,82010464,88957482658,1
4,9,0,1,0,1,2,3,0,0,0,0,4386140,2762552,195137387457,182469560,4017053,2520677,178881484047,166543827,5271078,8400771,348105476,374018726234,1
4,9,0,3,0,1,2,3,0,0,0,0,1661489,948296,66463362752,62731630,973891,629395,43293329064,41696348,1564092,2473786,103340370,109751369912,1
4,9,0,2,0,1,2,3,0,0,0,0,2473786,1564092,109751369912,103340370,1916753,1205837,85386347028,79698464,2762552,4386140,182469560,195137387457,1
4,9,0,5,0,1,2,3,0,0,0,0,1994176,1240792,88957482854,82010660,2027256,1286463,89924328527,85056367,2520677,4017053,166543827,178881484047,1
4,9,0,4,0,1,2,3,0,0,0,0,956990,606110,42826457822,40150779,955843,613750,42559595230,40655307,1205837,1916753,79698464,85386347028,1
4,9,0,7,0,1,2,3,0,0,0,0,492527,329310,21800980192,21915236,1530814,971007,68123054720,64272118,1286463,2027256,85056367,89924328527,1
4,9,0,6,0,1,2,3,0,0,0,0,1008726,629968,45082121246,41728888,981533,624678,43875067852,41384312,1240792,1994176,82010660,88957482854,1
8,9,0,1,0,1,2,3,0,0,0,0,4386165,2762577,195137389907,182472010,4017058,2520682,178881484537,166544317,5271108,8400801,348108416,374018729174,1
8,9,0,3,0,1,2,3,0,0,0,0,1661490,948297,66463362850,62731728,973893,629397,43293329260,41696544,1564095,2473789,103340664,109751370206,1
8,9,0,2,0,1,2,3,0,0,0,0,2473789,1564095,109751370206,103340664,1916775,1205859,85386349184,79700620,2762577,4386165,182472010,195137389907,1
8,9,0,5,0,1,2,3,0,0,0,0,1994178,1240794,88957483050,82010856,2027259,1286466,89924328821,85056661,2520682,4017058,166544317,178881484537,1
8,9,0,4,0,1,2,3,0,0,0,0,956991,606111,42826457920,40150877,955864,613771,42559597288,40657365,1205859,1916775,79700620,85386349184,1
8,9,0,7,0,1,2,3,0,0,0,0,492528,329311,21800980290,21915334,1530816,971009,68123054916,64272314,1286466,2027259,85056661,89924328821,1
8,9,0,6,0,1,2,3,0,0,0,0,1008727,629969,45082121344,41728986,981534,624679,43875067950,41384410,1240794,1994178,82010856,88957483050,1
4,9,0,1,0,1,2,3,0,0,0,0,4386192,2762604,195137392553,182474656,4017065,2520689,178881485167,166544947,5271142,8400835,348111692,374018732450,1
4,9,0,3,0,1,2,3,0,0,0,0,1661491,948298,66463362948,62731826,973894,629398,43293329358,41696642,1564097,2473791,103340860,109751370402,1
4,9,0,2,0,1,2,3,0,0,0,0,2473791,1564097,109751370402,103340860,1916800,1205884,85386351634,79703070,2762604,4386192,182474656,195137392553,1
4,9,0,5,0,1,2,3,0,0,0,0,1994183,1240799,88957483484,82011290,2027261,1286470,89924329017,85056941,2520689,4017065,166544947,178881485167,1
4,9,0,4,0,1,2,3,0,0,0,0,956992,606112,42826458018,40150975,955888,613795,42559599640,40659717,1205884,1916800,79703070,85386351634,1
4,9,0,7,0,1,2,3,0,0,0,0,492529,329314,21800980388,21915516,1530817,971012,68123055014,64272496,1286470,2027261,85056941,89924329017,1
4,9,0,6,0,1,2,3,0,0,0,0,1008729,629971,45082121540,41729182,981537,624682,43875068188,41384648,1240799,1994183,82011290,88957483484,1
4,9,0,1,0,1,2,3,0,0,0,0,4386218,2762630,195137395101,182477204,4017069,2520693,178881485559,166545339,5271172,8400865,348114632,374018735390,1
4,9,0,3,0,1,2,3,0,0,0,0,1661492,948299,66463363046,62731924,973896,629400,43293329554,41696838,1564100,2473794,103341154,109751370696,1
4,9,0,2,0,1,2,3,0,0,0,0,2473794,1564100,109751370696,103341154,1916823,1205907,85386353888,79705324,2762630,4386218,182477204,195137395101,1
4,9,0,5,0,1,2,3,0,0,0,0,1994185,1240801,88957483680,82011486,2027263,1286472,89924329213,85057137,2520693,4017069,166545339,178881485559,1
4,9,0,4,0,1,2,3,0,0,0,0,956993,606113,42826458116,40151073,955910,613817,42559601796,40661873,1205907,1916823,79705324,85386353888,1
4,9,0,7,0,1,2,3,0,0,0,0,492530,329315,21800980486,21915614,1530818,971013,68123055112,64272594,1286472,2027263,85057137,89924329213,1
4,9,0,6,0,1,2,3,0,0,0,0,1008730,629972,45082121638,41729280,981538,624683,43875068286,41384746,1240801,1994185,82011486,88957483680,1
4,9,0,1,0,1,2,3,0,0,0,0,4386244,2762656,195137397649,182479752,4017073,2520697,178881485951,166545731,5271202,8400895,348117572,374018738330,1
4,9,0,3,0,1,2,3,0,0,0,0,1661493,948300,66463363144,62732022,973897,629401,43293329652,41696936,1564102,2473796,103341350,109751370892,1
4,9,0,2,0,1,2,3,0,0,0,0,2473796,1564102,109751370892,103341350,1916847,1205931,85386356240,79707676,2762656,4386244,182479752,195137397649,1
4,9,0,5,0,1,2,3,0,0,0,0,1994187,1240803,88957483876,82011682,2027265,1286474,89924329409,85057333,2520697,4017073,166545731,178881485951,1
4,9,0,4,0,1,2,3,0,0,0,0,956994,606114,42826458214,40151171,955933,613840,42559604050,40664127,1205931,1916847,79707676,85386356240,1
4,9,0,7,0,1,2,3,0,0,0,0,492531,329316,21800980584,21915712,1530819,971014,68123055210,64272692,1286474,2027265,85057333,89924329409,1
4,9,0,6,0,1,2,3,0,0,0,0,1008731,629973,45082121736,41729378,981539,624684,43875068384,41384844,1240803,1994187,82011682,88957483876,1
4,9,0,1,0,1,2,3,0,0,0,0,4386273,2762685,195137400379,182482482,4017077,2520701,178881486343,166546123,5271235,8400928,348120694,374018741452,1
4,9,0,3,0,1,2,3,0,0,0,0,1661496,948305,66463363382,62732344,973898,629404,43293329750,41697118,1564108,2473800,103341770,109751371228,1
4,9,0,2,0,1,2,3,0,0,0,0,2473800,1564108,109751371228,103341770,1916872,1205957,85386358634,79710112,2762685,4386273,182482482,195137400379,1
4,9,0,5,0,1,2,3,0,0,0,0,1994189,1240805,88957484072,82011878,2027267,1286476,89924329605,85057529,2520701,4017077,166546123,178881486343,1
4,9,0,4,0,1,2,3,0,0,0,0,956996,606117,42826458354,40151353,955956,613864,42559606304,40666423,1205957,1916872,79710112,85386358634,1
4,9,0,7,0,1,2,3,0,0,0,0,492532,329317,21800980682,21915810,1530820,971015,68123055308,64272790,1286476,2027267,85057529,89924329605,1
4,9,0,6,0,1,2,3,0,0,0,0,1008732,629974,45082121834,41729476,981540,624685,43875068482,41384942,1240805,1994189,82011878,88957484072,1
4,9,0,1,0,1,2,3,0,0,0,0,4386299,2762711,195137402927,182485030,4017082,2520706,178881486833,166546613,5271266,8400959,348123732,374018744490,1
4,9,0,3,0,1,2,3,0,0,0,0,1661497,948306,66463363480,62732442,973899,629405,43293329848,41697216,1564110,2473802,103341966,109751371424,1
4,9,0,2,0,1,2,3,0,0,0,0,2473802,1564110,109751371424,103341966,1916896,1205981,85386360986,79712464,2762711,4386299,182485030,195137402927,1
4,9,0,5,0,1,2,3,0,0,0,0,1994191,1240807,88957484268,82012074,2027270,1286479,89924329899,85057823,2520706,4017082,166546613,178881486833,1
4,9,0,4,0,1,2,3,0,0,0,0,956997,606118,42826458452,40151451,955979,613887,42559608558,40668677,1205981,1916896,79712464,85386360986,1
4,9,0,7,0,1,2,3,0,0,0,0,492534,329319,21800980878,21916006,1530821,971016,68123055406,64272888,1286479,2027270,85057823,89924329899,1
4,9,0,6,0,1,2,3,0,0,0,0,1008733,629975,45082121932,41729574,981541,624686,43875068580,41385040,1240807,1994191,82012074,88957484268,1
4,9,0,1,0,1,2,3,0,0,0,0,4386326,2762738,195137405573,182487676,4017086,2520710,178881487225,166547005,5271297,8400990,348126770,374018747528,1
4,9,0,3,0,1,2,3,0,0,0,0,1661498,948307,66463363578,62732540,973900,629406,43293329946,41697314,1564112,2473804,103342162,109751371620,1
4,9,0,2,0,1,2,3,0,0,0,0,2473804,1564112,109751371620,103342162,1916921,1206006,85386363436,79714914,2762738,4386326,182487676,195137405573,1
4,9,0,5,0,1,2,3,0,0,0,0,1994193,1240809,88957484464,82012270,2027272,1286481,89924330095,85058019,2520710,4017086,166547005,178881487225,1
4,9,0,4,0,1,2,3,0,0,0,0,956999,606120,42826458648,40151647,956002,613910,42559610812,40670931,1206006,1916921,79714914,85386363436,1
4,9,0,7,0,1,2,3,0,0,0,0,492535,329320,21800980976,21916104,1530822,971017,68123055504,64272986,1286481,2027272,85058019,89924330095,1
